staff_id,timestamp,lat,lon,status,role
PS_01,2026-01-30T16:00:00Z,38.904840174719126,-77.02267649753435,On Foot,Public Safety
PS_02,2026-01-30T16:00:00Z,38.9053968362125,-77.02266097113382,On Foot,Public Safety
PS_03,2026-01-30T16:00:00Z,38.9043948854133,-77.02290654715557,On Foot,Public Safety
PS_04,2026-01-30T16:00:00Z,38.90412660190348,-77.02269683607774,On Foot,Public Safety
PS_05,2026-01-30T16:00:00Z,38.90517687608126,-77.02273123098057,On Foot,Public Safety
PS_06,2026-01-30T16:00:00Z,38.90409553100594,-77.02238276720662,On Foot,Public Safety
PS_01,2026-01-30T16:00:20Z,38.90486078699631,-77.02266798866488,On Foot,Public Safety
PS_02,2026-01-30T16:00:20Z,38.90535709928992,-77.0226811653845,On Foot,Public Safety
PS_03,2026-01-30T16:00:20Z,38.904403790789274,-77.02289275855547,On Foot,Public Safety
PS_04,2026-01-30T16:00:20Z,38.90413576298188,-77.02265318095495,On Foot,Public Safety
PS_05,2026-01-30T16:00:20Z,38.90516716920537,-77.02277825964418,On Foot,Public Safety
PS_06,2026-01-30T16:00:20Z,38.90406377922314,-77.0224081534457,On Foot,Public Safety
PS_01,2026-01-30T16:00:40Z,38.904910199221234,-77.02263496645666,On Foot,Public Safety
PS_02,2026-01-30T16:00:40Z,38.90539204729643,-77.02271047519253,On Foot,Public Safety
PS_03,2026-01-30T16:00:40Z,38.90441289111669,-77.0229254000894,On Foot,Public Safety
PS_04,2026-01-30T16:00:40Z,38.90413183877209,-77.02266956544712,On Foot,Public Safety
PS_05,2026-01-30T16:00:40Z,38.905120995680235,-77.0227811469609,On Foot,Public Safety
PS_06,2026-01-30T16:00:40Z,38.90403513755666,-77.02245522079029,On Foot,Public Safety
PS_01,2026-01-30T16:01:00Z,38.9049249242825,-77.02260834311673,On Foot,Public Safety
PS_02,2026-01-30T16:01:00Z,38.90543068893518,-77.02275992112196,On Foot,Public Safety
PS_03,2026-01-30T16:01:00Z,38.90440461925173,-77.02293396403968,On Foot,Public Safety
PS_04,2026-01-30T16:01:00Z,38.90417820822001,-77.0226279970974,On Foot,Public Safety
PS_05,2026-01-30T16:01:00Z,38.905143050573706,-77.02277212001971,On Foot,Public Safety
PS_06,2026-01-30T16:01:00Z,38.903986658524495,-77.02241916663101,On Foot,Public Safety
PS_01,2026-01-30T16:01:20Z,38.904969991830995,-77.0225770274548,On Foot,Public Safety
PS_02,2026-01-30T16:01:20Z,38.905431086473556,-77.02275148727163,On Foot,Public Safety
PS_03,2026-01-30T16:01:20Z,38.904367223731974,-77.0229191816398,On Foot,Public Safety
PS_04,2026-01-30T16:01:20Z,38.9041344816436,-77.02262223623786,On Foot,Public Safety
PS_05,2026-01-30T16:01:20Z,38.90516680783636,-77.02279588907366,On Foot,Public Safety
PS_06,2026-01-30T16:01:20Z,38.90395,-77.02245973623627,On Foot,Public Safety
PS_01,2026-01-30T16:01:40Z,38.904957967887476,-77.02257786713436,On Foot,Public Safety
PS_02,2026-01-30T16:01:40Z,38.9054034494911,-77.02276691455599,On Foot,Public Safety
PS_03,2026-01-30T16:01:40Z,38.90433042768591,-77.02287719311732,On Foot,Public Safety
PS_04,2026-01-30T16:01:40Z,38.904147724604044,-77.02264702049791,On Foot,Public Safety
PS_05,2026-01-30T16:01:40Z,38.905166590178005,-77.02275535938705,On Foot,Public Safety
PS_06,2026-01-30T16:01:40Z,38.90395,-77.0224664740584,On Foot,Public Safety
PS_01,2026-01-30T16:02:00Z,38.90492462790777,-77.02256854001477,On Foot,Public Safety
PS_02,2026-01-30T16:02:00Z,38.9054397413637,-77.02277425164877,On Foot,Public Safety
PS_03,2026-01-30T16:02:00Z,38.904335297464236,-77.02292548237489,On Foot,Public Safety
PS_04,2026-01-30T16:02:00Z,38.904150171607554,-77.02261228262743,On Foot,Public Safety
PS_05,2026-01-30T16:02:00Z,38.90517275554491,-77.02270900150104,On Foot,Public Safety
PS_06,2026-01-30T16:02:00Z,38.903951183397965,-77.02241990587615,On Foot,Public Safety
PS_01,2026-01-30T16:02:20Z,38.9049427694365,-77.0225902267225,On Foot,Public Safety
PS_02,2026-01-30T16:02:20Z,38.9053916312959,-77.02273035428392,On Foot,Public Safety
PS_03,2026-01-30T16:02:20Z,38.90429948713359,-77.02291202711868,On Foot,Public Safety
PS_04,2026-01-30T16:02:20Z,38.904145147251626,-77.02261732330504,On Foot,Public Safety
PS_05,2026-01-30T16:02:20Z,38.90513372587075,-77.02275582199421,On Foot,Public Safety
PS_06,2026-01-30T16:02:20Z,38.90395,-77.02245464209993,On Foot,Public Safety
PS_01,2026-01-30T16:02:40Z,38.90489428375189,-77.02262943166356,On Foot,Public Safety
PS_02,2026-01-30T16:02:40Z,38.90543079775525,-77.02271457317836,On Foot,Public Safety
PS_03,2026-01-30T16:02:40Z,38.90431801829581,-77.0229589611809,On Foot,Public Safety
PS_04,2026-01-30T16:02:40Z,38.90409599013548,-77.02266645073058,On Foot,Public Safety
PS_05,2026-01-30T16:02:40Z,38.90515458976529,-77.02276113105427,On Foot,Public Safety
PS_06,2026-01-30T16:02:40Z,38.90399925894466,-77.02243405249565,On Foot,Public Safety
PS_01,2026-01-30T16:03:00Z,38.904846997319396,-77.02259762780739,On Foot,Public Safety
PS_02,2026-01-30T16:03:00Z,38.90539875418237,-77.02271622888141,On Foot,Public Safety
PS_03,2026-01-30T16:03:00Z,38.904297064727906,-77.02296435138435,On Foot,Public Safety
PS_04,2026-01-30T16:03:00Z,38.904119500052964,-77.02263169536452,On Foot,Public Safety
PS_05,2026-01-30T16:03:00Z,38.9051793554872,-77.02276216427435,On Foot,Public Safety
PS_06,2026-01-30T16:03:00Z,38.90399120586299,-77.02246057084135,On Foot,Public Safety
PS_01,2026-01-30T16:03:20Z,38.90486866533406,-77.0226392842144,On Foot,Public Safety
PS_02,2026-01-30T16:03:20Z,38.90537710396324,-77.02268302405386,On Foot,Public Safety
PS_03,2026-01-30T16:03:20Z,38.904346038148326,-77.02297692014042,On Foot,Public Safety
PS_04,2026-01-30T16:03:20Z,38.904115505125844,-77.02264158507606,On Foot,Public Safety
PS_05,2026-01-30T16:03:20Z,38.90522547545437,-77.02273844759756,On Foot,Public Safety
PS_06,2026-01-30T16:03:20Z,38.90402710447355,-77.02250322299048,On Foot,Public Safety
PS_01,2026-01-30T16:03:40Z,38.90484386196872,-77.02260786779925,On Foot,Public Safety
PS_02,2026-01-30T16:03:40Z,38.90536864743078,-77.02273059566609,On Foot,Public Safety
PS_03,2026-01-30T16:03:40Z,38.90431781232676,-77.0229618676409,On Foot,Public Safety
PS_04,2026-01-30T16:03:40Z,38.90408975426467,-77.02263828160896,On Foot,Public Safety
PS_05,2026-01-30T16:03:40Z,38.905217393982305,-77.02274867920336,On Foot,Public Safety
PS_06,2026-01-30T16:03:40Z,38.904034903658484,-77.02247917960142,On Foot,Public Safety
PS_01,2026-01-30T16:04:00Z,38.904846239947574,-77.02263602056597,On Foot,Public Safety
PS_02,2026-01-30T16:04:00Z,38.905368675654,-77.02274437506041,On Foot,Public Safety
PS_03,2026-01-30T16:04:00Z,38.90429721634582,-77.02300417449645,On Foot,Public Safety
PS_04,2026-01-30T16:04:00Z,38.904046826650564,-77.02267980830342,On Foot,Public Safety
PS_05,2026-01-30T16:04:00Z,38.905212886725664,-77.02279399641971,On Foot,Public Safety
PS_06,2026-01-30T16:04:00Z,38.90407455523937,-77.02251519750062,On Foot,Public Safety
PS_01,2026-01-30T16:04:20Z,38.90487332619922,-77.02258794535575,On Foot,Public Safety
PS_02,2026-01-30T16:04:20Z,38.905334101902966,-77.02277018194128,On Foot,Public Safety
PS_03,2026-01-30T16:04:20Z,38.9043038080733,-77.02303621673104,On Foot,Public Safety
PS_04,2026-01-30T16:04:20Z,38.90403196000213,-77.02264642133245,On Foot,Public Safety
PS_05,2026-01-30T16:04:20Z,38.90525311911369,-77.02274696712165,On Foot,Public Safety
PS_06,2026-01-30T16:04:20Z,38.904056555967706,-77.02250148616564,On Foot,Public Safety
PS_01,2026-01-30T16:04:40Z,38.90485832978462,-77.02257780706599,On Foot,Public Safety
PS_02,2026-01-30T16:04:40Z,38.90530835173856,-77.02275883645946,On Foot,Public Safety
PS_03,2026-01-30T16:04:40Z,38.904254794487855,-77.0230296216919,On Foot,Public Safety
PS_04,2026-01-30T16:04:40Z,38.904016612650786,-77.0226844977665,On Foot,Public Safety
PS_05,2026-01-30T16:04:40Z,38.905242029520686,-77.02279412174256,On Foot,Public Safety
PS_06,2026-01-30T16:04:40Z,38.90403222288567,-77.02250883089552,On Foot,Public Safety
PS_01,2026-01-30T16:05:00Z,38.90489387854917,-77.02261396718188,On Foot,Public Safety
