staff_id,timestamp,lat,lon,status,role
PS_01,2026-01-30T16:00:00Z,38.90479661446306,-77.02180173748329,On Foot,Public Safety
PS_02,2026-01-30T16:00:00Z,38.90496469525411,-77.02189450145232,On Foot,Public Safety
PS_03,2026-01-30T16:00:00Z,38.90418420525855,-77.02127984673416,On Foot,Public Safety
PS_04,2026-01-30T16:00:00Z,38.90456540061077,-77.02199026732143,On Foot,Public Safety
PS_05,2026-01-30T16:00:00Z,38.90447471910963,-77.02120914721395,On Foot,Public Safety
PS_06,2026-01-30T16:00:00Z,38.904265793111186,-77.02141585234502,On Foot,Public Safety
PS_01,2026-01-30T16:00:20Z,38.90476952432891,-77.02179410283802,On Foot,Public Safety
PS_02,2026-01-30T16:00:20Z,38.904910623556155,-77.02184200267169,On Foot,Public Safety
PS_03,2026-01-30T16:00:20Z,38.904183657180845,-77.02125922440433,On Foot,Public Safety
PS_04,2026-01-30T16:00:20Z,38.90458989934697,-77.02202278986536,On Foot,Public Safety
PS_05,2026-01-30T16:00:20Z,38.904455314820105,-77.02115038637038,On Foot,Public Safety
PS_06,2026-01-30T16:00:20Z,38.90430519203479,-77.02141959363375,On Foot,Public Safety
PS_01,2026-01-30T16:00:40Z,38.904727645343314,-77.0217651801162,On Foot,Public Safety
PS_02,2026-01-30T16:00:40Z,38.9048749497464,-77.02183647649885,On Foot,Public Safety
PS_03,2026-01-30T16:00:40Z,38.90414316060637,-77.02122143951102,On Foot,Public Safety
PS_04,2026-01-30T16:00:40Z,38.904565065655504,-77.02197464307571,On Foot,Public Safety
PS_05,2026-01-30T16:00:40Z,38.9044720066711,-77.02115,On Foot,Public Safety
PS_06,2026-01-30T16:00:40Z,38.904343235074315,-77.02145519121477,On Foot,Public Safety
PS_01,2026-01-30T16:01:00Z,38.90477126566088,-77.02172175841287,On Foot,Public Safety
PS_02,2026-01-30T16:01:00Z,38.90491007128627,-77.02183137422772,On Foot,Public Safety
PS_03,2026-01-30T16:01:00Z,38.90412782047276,-77.02126897702391,On Foot,Public Safety
PS_04,2026-01-30T16:01:00Z,38.90461102941522,-77.02200064652146,On Foot,Public Safety
PS_05,2026-01-30T16:01:00Z,38.90444823782287,-77.02118196167638,On Foot,Public Safety
PS_06,2026-01-30T16:01:00Z,38.9043698319936,-77.02150817978728,On Foot,Public Safety
PS_01,2026-01-30T16:01:20Z,38.90476921311623,-77.02166416453625,On Foot,Public Safety
PS_02,2026-01-30T16:01:20Z,38.90493774082194,-77.02188074110555,On Foot,Public Safety
PS_03,2026-01-30T16:01:20Z,38.90410000000001,-77.02130984515497,On Foot,Public Safety
PS_04,2026-01-30T16:01:20Z,38.904596407076355,-77.02194159521326,On Foot,Public Safety
PS_05,2026-01-30T16:01:20Z,38.904473971322034,-77.02118021183841,On Foot,Public Safety
PS_06,2026-01-30T16:01:20Z,38.904426960244955,-77.02144975167496,On Foot,Public Safety
PS_01,2026-01-30T16:01:40Z,38.90475284871839,-77.02167616974509,On Foot,Public Safety
PS_02,2026-01-30T16:01:40Z,38.904909530324645,-77.02188005964854,On Foot,Public Safety
PS_03,2026-01-30T16:01:40Z,38.90410000000001,-77.02129858146587,On Foot,Public Safety
PS_04,2026-01-30T16:01:40Z,38.904606123670035,-77.02197910186185,On Foot,Public Safety
PS_05,2026-01-30T16:01:40Z,38.90449606952245,-77.02119239123432,On Foot,Public Safety
PS_06,2026-01-30T16:01:40Z,38.904473623588345,-77.02141365629737,On Foot,Public Safety
PS_01,2026-01-30T16:02:00Z,38.90480414850061,-77.02165989473549,On Foot,Public Safety
PS_02,2026-01-30T16:02:00Z,38.9049031852631,-77.02193168311808,On Foot,Public Safety
PS_03,2026-01-30T16:02:00Z,38.904144768391255,-77.0212521353855,On Foot,Public Safety
PS_04,2026-01-30T16:02:00Z,38.90457240152502,-77.02194787402307,On Foot,Public Safety
PS_05,2026-01-30T16:02:00Z,38.90449649167709,-77.02115,On Foot,Public Safety
PS_06,2026-01-30T16:02:00Z,38.90449558814112,-77.02142136330644,On Foot,Public Safety
PS_01,2026-01-30T16:02:20Z,38.90481042700844,-77.02161907393268,On Foot,Public Safety
PS_02,2026-01-30T16:02:20Z,38.90487465447881,-77.02195872442213,On Foot,Public Safety
PS_03,2026-01-30T16:02:20Z,38.90414394085154,-77.02124640365197,On Foot,Public Safety
PS_04,2026-01-30T16:02:20Z,38.90458801730013,-77.02194745040906,On Foot,Public Safety
PS_05,2026-01-30T16:02:20Z,38.9045299000834,-77.02117085550904,On Foot,Public Safety
PS_06,2026-01-30T16:02:20Z,38.90453635338081,-77.0214495997602,On Foot,Public Safety
PS_01,2026-01-30T16:02:40Z,38.90476269344267,-77.02156548915194,On Foot,Public Safety
PS_02,2026-01-30T16:02:40Z,38.90489934276615,-77.02191981882149,On Foot,Public Safety
PS_03,2026-01-30T16:02:40Z,38.904141873914945,-77.02123557472797,On Foot,Public Safety
PS_04,2026-01-30T16:02:40Z,38.9045545475141,-77.02199586512174,On Foot,Public Safety
PS_05,2026-01-30T16:02:40Z,38.90456862384946,-77.02115555210395,On Foot,Public Safety
PS_06,2026-01-30T16:02:40Z,38.904522373339695,-77.0214843460746,On Foot,Public Safety
PS_01,2026-01-30T16:03:00Z,38.904818582515276,-77.02160647705152,On Foot,Public Safety
PS_02,2026-01-30T16:03:00Z,38.9048515502389,-77.02194457708525,On Foot,Public Safety
